Date,Oxygen saturation(%),Time REM(hr),Time asleep(hr),Time awake(hr),Time core(hr),Time deep(hr),Time in bed(hr)
2023-05-09 02:12:55 - 2023-05-09 02:23:25,,0.175,,,,,
2023-05-09 02:22:34,0.960,,,,,,
2023-05-09 02:23:25 - 2023-05-09 02:42:25,,,,,0.317,,
2023-05-09 02:42:25 - 2023-05-09 02:57:55,,,,,,0.258,
2023-05-09 02:52:35,0.950,,,,,,
2023-05-09 02:57:55 - 2023-05-09 03:00:25,,,,0.042,,,
2023-05-09 03:00:25 - 2023-05-09 03:30:55,,,,,0.508,,
2023-05-09 03:00:25 - 2023-05-09 03:41:55,,,,,,,0.692
2023-05-09 03:22:36,0.960,,,,,,
2023-05-09 03:30:55 - 2023-05-09 03:40:55,,,,,,0.167,
2023-05-09 03:40:55 - 2023-05-09 03:41:55,,,,,0.017,,
2023-05-09 03:41:55 - 2023-05-09 03:44:25,,,,0.042,,,
2023-05-09 03:44:25 - 2023-05-09 03:48:55,,,,,0.075,,
2023-05-09 03:44:25 - 2023-05-09 04:10:25,,,,,,,0.433
2023-05-09 03:48:55 - 2023-05-09 04:05:25,,0.275,,,,,
2023-05-09 04:05:25 - 2023-05-09 04:10:25,,,,,0.083,,
2023-05-09 04:10:25 - 2023-05-09 04:10:55,,,,0.008,,,
2023-05-09 04:10:55 - 2023-05-09 05:19:25,,,,,1.142,,
2023-05-09 04:10:55 - 2023-05-09 06:48:25,,,,,,,2.625
2023-05-09 04:22:37,0.960,,,,,,
2023-05-09 05:19:25 - 2023-05-09 05:58:25,,0.650,,,,,
2023-05-09 05:58:25 - 2023-05-09 06:35:55,,,,,0.625,,
2023-05-09 06:01:04,0.870,,,,,,
2023-05-09 06:35:55 - 2023-05-09 06:46:55,,,,,,0.183,
2023-05-09 06:46:55 - 2023-05-09 06:48:25,,,,,0.025,,
2023-05-09 06:48:25 - 2023-05-09 06:48:55,,,,0.008,,,
2023-05-09 06:48:55 - 2023-05-09 06:54:25,,,,,0.092,,
2023-05-09 06:48:55 - 2023-05-09 10:37:55,,,,,,,3.817
2023-05-09 06:53:12,0.960,,,,,,
2023-05-09 06:54:25 - 2023-05-09 07:09:25,,0.250,,,,,
2023-05-09 07:09:25 - 2023-05-09 08:00:55,,,,,0.858,,
2023-05-09 07:32:45,0.960,,,,,,
2023-05-09 08:00:55 - 2023-05-09 08:31:55,,0.517,,,,,
2023-05-09 08:04:48,0.920,,,,,,
2023-05-09 08:31:55 - 2023-05-09 09:35:25,,,,,1.058,,
2023-05-09 08:35:14,0.940,,,,,,
2023-05-09 09:05:15,0.910,,,,,,
2023-05-09 09:35:25 - 2023-05-09 09:54:25,,0.317,,,,,
2023-05-09 09:38:31,0.970,,,,,,
2023-05-09 09:54:25 - 2023-05-09 09:55:25,,,,,0.017,,
2023-05-09 09:55:25 - 2023-05-09 10:02:25,,0.117,,,,,
2023-05-09 10:02:25 - 2023-05-09 10:04:55,,,,,0.042,,
2023-05-09 10:04:55 - 2023-05-09 10:06:55,,0.033,,,,,
2023-05-09 10:06:55 - 2023-05-09 10:37:55,,,,,0.517,,
2023-05-09 10:17:32,0.990,,,,,,
2023-05-09 14:02:04,0.980,,,,,,
2023-05-10 00:00:18 - 2023-05-10 00:14:29,,,,,,,0.236
2023-05-10 00:03:41,0.980,,,,,,
2023-05-10 00:30:07 - 2023-05-10 00:36:13,,,,,,,0.102
2023-05-10 02:37:27 - 2023-05-10 06:50:00,,,,,,,4.209
2023-05-10 02:40:56 - 2023-05-10 02:46:26,,,,,0.092,,0.092
2023-05-10 02:46:26 - 2023-05-10 02:46:56,,,,0.008,,,
2023-05-10 02:46:56 - 2023-05-10 02:58:56,,,,,0.200,,
2023-05-10 02:46:56 - 2023-05-10 03:40:56,,,,,,,0.900
2023-05-10 02:58:56 - 2023-05-10 03:00:56,,,,,,0.033,
2023-05-10 03:00:56 - 2023-05-10 03:08:26,,,,,0.125,,
2023-05-10 03:08:26 - 2023-05-10 03:40:56,,,,,,0.542,
2023-05-10 03:40:56 - 2023-05-10 03:41:56,,,,0.017,,,
2023-05-10 03:41:56 - 2023-05-10 03:43:56,,,,,0.033,,
2023-05-10 03:41:56 - 2023-05-10 06:33:26,,,,,,,2.858
2023-05-10 03:43:56 - 2023-05-10 03:52:26,,0.142,,,,,
2023-05-10 03:44:17,0.960,,,,,,
2023-05-10 03:52:26 - 2023-05-10 04:16:56,,,,,0.408,,
2023-05-10 04:14:18,0.880,,,,,,
2023-05-10 04:16:56 - 2023-05-10 04:23:56,,,,,,0.117,
2023-05-10 04:23:56 - 2023-05-10 04:35:56,,,,,0.200,,
2023-05-10 04:35:56 - 2023-05-10 05:07:26,,,,,,0.525,
2023-05-10 04:44:19,0.980,,,,,,
2023-05-10 05:07:26 - 2023-05-10 05:14:56,,,,,0.125,,
2023-05-10 05:14:22,0.960,,,,,,
2023-05-10 05:14:56 - 2023-05-10 05:41:26,,0.442,,,,,
2023-05-10 05:41:26 - 2023-05-10 06:33:26,,,,,0.867,,
2023-05-10 05:44:23,0.960,,,,,,
2023-05-10 06:14:23,0.940,,,,,,
2023-05-10 06:33:26 - 2023-05-10 06:37:56,,,,0.075,,,
2023-05-10 06:37:56 - 2023-05-10 06:41:56,,,,,0.067,,
2023-05-10 06:37:56 - 2023-05-10 07:38:56,,,,,,,1.017
2023-05-10 06:41:56 - 2023-05-10 06:59:56,,0.300,,,,,
2023-05-10 06:59:56 - 2023-05-10 07:38:56,,,,,0.650,,
2023-05-10 07:38:56 - 2023-05-10 07:39:26,,,,0.008,,,
2023-05-10 07:39:26 - 2023-05-10 07:51:26,,,,,0.200,,
2023-05-10 07:39:26 - 2023-05-10 08:45:26,,,,,,,1.100
2023-05-10 07:44:25,0.980,,,,,,
2023-05-10 07:51:26 - 2023-05-10 08:20:26,,0.483,,,,,
2023-05-10 08:14:26,0.990,,,,,,
2023-05-10 08:20:26 - 2023-05-10 08:45:26,,,,,0.417,,
2023-05-10 08:45:26 - 2023-05-10 08:46:26,,,,0.017,,,
2023-05-10 08:46:26 - 2023-05-10 09:15:56,,,,,0.492,,0.492
2023-05-10 08:57:31,0.970,,,,,,
2023-05-10 09:58:37,1.000,,,,,,
2023-05-10 23:40:58 - 2023-05-11 00:50:58,,,,,,,1.167
2023-05-11 00:51:10 - 2023-05-11 00:51:42,,,,,,,0.009
2023-05-11 01:02:40 - 2023-05-11 01:37:33,,,,,,,0.581
2023-05-11 01:57:57 - 2023-05-11 06:50:03,,,,,,,4.868
2023-05-11 02:21:58 - 2023-05-11 02:25:58,,,,,0.067,,0.067
2023-05-11 02:25:58 - 2023-05-11 02:32:58,,,,0.117,,,
2023-05-11 02:32:58 - 2023-05-11 02:33:58,,,,,0.017,,0.017
2023-05-11 02:33:58 - 2023-05-11 02:34:58,,,,0.017,,,
2023-05-11 02:34:58 - 2023-05-11 02:55:28,,,,,0.342,,
2023-05-11 02:34:58 - 2023-05-11 04:59:58,,,,,,,2.417
2023-05-11 02:55:28 - 2023-05-11 03:20:28,,,,,,0.417,
2023-05-11 03:20:28 - 2023-05-11 03:35:28,,,,,0.250,,
2023-05-11 03:35:28 - 2023-05-11 03:53:28,,0.300,,,,,
2023-05-11 03:53:28 - 2023-05-11 04:26:28,,,,,0.550,,
2023-05-11 04:26:28 - 2023-05-11 04:59:28,,,,,,0.550,
2023-05-11 04:55:41,0.930,,,,,,
2023-05-11 04:59:28 - 2023-05-11 04:59:58,,,,,0.008,,
2023-05-11 04:59:58 - 2023-05-11 05:00:58,,,,0.017,,,
2023-05-11 05:00:58 - 2023-05-11 05:06:28,,,,,0.092,,
2023-05-11 05:00:58 - 2023-05-11 06:26:58,,,,,,,1.433
2023-05-11 05:06:28 - 2023-05-11 05:33:58,,0.458,,,,,
2023-05-11 05:33:58 - 2023-05-11 06:26:58,,,,,0.883,,
2023-05-11 06:26:58 - 2023-05-11 06:29:58,,,,0.050,,,
2023-05-11 06:29:58 - 2023-05-11 07:27:28,,,,,0.958,,0.958
2023-05-11 07:27:28 - 2023-05-11 07:27:58,,,,0.008,,,
2023-05-11 07:27:58 - 2023-05-11 07:35:28,,,,,0.125,,
2023-05-11 07:27:58 - 2023-05-11 08:56:28,,,,,,,1.475
2023-05-11 07:35:28 - 2023-05-11 08:05:58,,0.508,,,,,
2023-05-11 07:55:52,0.950,,,,,,
2023-05-11 08:05:58 - 2023-05-11 08:56:28,,,,,0.842,,
2023-05-11 08:25:53,0.980,,,,,,
2023-05-11 08:56:28 - 2023-05-11 08:59:28,,,,0.050,,,
2023-05-11 08:59:28 - 2023-05-11 09:07:28,,,,,0.133,,
2023-05-11 08:59:28 - 2023-05-11 09:11:28,,,,,,,0.200
2023-05-11 09:01:31,0.960,,,,,,
2023-05-11 09:07:28 - 2023-05-11 09:11:28,,0.067,,,,,
2023-05-11 18:34:50,0.940,,,,,,
2023-05-11 23:58:57 - 2023-05-12 06:50:00,,,,,,,6.851
2023-05-12 00:35:07 - 2023-05-12 00:52:07,,,,,0.283,,0.283
2023-05-12 00:52:07 - 2023-05-12 00:52:37,,,,0.008,,,
2023-05-12 00:52:37 - 2023-05-12 01:07:07,,,,,0.242,,
2023-05-12 00:52:37 - 2023-05-12 01:45:37,,,,,,,0.883
2023-05-12 01:07:07 - 2023-05-12 01:26:37,,,,,,0.325,
2023-05-12 01:26:37 - 2023-05-12 01:39:37,,,,,0.217,,
2023-05-12 01:31:02,0.960,,,,,,
2023-05-12 01:39:37 - 2023-05-12 01:45:37,,0.100,,,,,
2023-05-12 01:45:37 - 2023-05-12 01:46:07,,,,0.008,,,
2023-05-12 01:46:07 - 2023-05-12 02:26:37,,,,,0.675,,
2023-05-12 01:46:07 - 2023-05-12 03:32:07,,,,,,,1.767
2023-05-12 02:26:37 - 2023-05-12 02:33:07,,,,,,0.108,
2023-05-12 02:28:03,0.960,,,,,,
2023-05-12 02:33:07 - 2023-05-12 02:46:37,,,,,0.225,,
2023-05-12 02:46:37 - 2023-05-12 03:10:07,,,,,,0.392,
2023-05-12 03:10:07 - 2023-05-12 03:14:37,,,,,0.075,,
2023-05-12 03:14:37 - 2023-05-12 03:32:07,,0.292,,,,,
2023-05-12 03:28:03,0.960,,,,,,
2023-05-12 03:32:07 - 2023-05-12 03:33:37,,,,0.025,,,
2023-05-12 03:33:37 - 2023-05-12 03:49:07,,,,,0.258,,0.258
2023-05-12 03:49:07 - 2023-05-12 03:54:07,,,,0.083,,,
2023-05-12 03:54:07 - 2023-05-12 04:53:37,,,,,0.992,,
2023-05-12 03:54:07 - 2023-05-12 06:42:37,,,,,,,2.808
2023-05-12 03:58:04,0.970,,,,,,
2023-05-12 04:28:05,0.990,,,,,,
2023-05-12 04:53:37 - 2023-05-12 05:13:07,,0.325,,,,,
2023-05-12 05:13:07 - 2023-05-12 06:14:37,,,,,1.025,,
2023-05-12 05:28:06,0.990,,,,,,
2023-05-12 05:58:07,0.970,,,,,,
2023-05-12 06:14:37 - 2023-05-12 06:31:37,,,,,,0.283,
2023-05-12 06:31:37 - 2023-05-12 06:37:07,,,,,0.092,,
2023-05-12 06:37:07 - 2023-05-12 06:42:37,,0.092,,,,,
2023-05-12 06:42:37 - 2023-05-12 06:47:37,,,,0.083,,,
2023-05-12 06:47:37 - 2023-05-12 06:52:07,,,,,0.075,,0.075
2023-05-12 06:52:07 - 2023-05-12 06:54:07,,,,0.033,,,
2023-05-12 06:54:07 - 2023-05-12 07:17:07,,,,,0.383,,
2023-05-12 06:54:07 - 2023-05-12 07:26:37,,,,,,,0.542
2023-05-12 06:58:08,0.940,,,,,,
2023-05-12 07:17:07 - 2023-05-12 07:19:37,,0.042,,,,,
2023-05-12 07:19:37 - 2023-05-12 07:24:37,,,,,0.083,,
2023-05-12 07:24:37 - 2023-05-12 07:26:07,,0.025,,,,,
2023-05-12 07:26:07 - 2023-05-12 07:26:37,,,,,0.008,,
2023-05-12 07:26:37 - 2023-05-12 07:27:37,,,,0.017,,,
2023-05-12 07:27:37 - 2023-05-12 07:40:37,,,,,0.217,,
2023-05-12 07:27:37 - 2023-05-12 08:02:37,,,,,,,0.583
2023-05-12 07:40:37 - 2023-05-12 08:02:37,,0.367,,,,,
2023-05-12 07:58:09,0.920,,,,,,
2023-05-12 08:02:37 - 2023-05-12 08:03:07,,,,0.008,,,
2023-05-12 08:03:07 - 2023-05-12 08:03:37,,0.008,,,,,
2023-05-12 08:03:07 - 2023-05-12 08:38:07,,,,,,,0.583
2023-05-12 08:03:37 - 2023-05-12 08:04:07,,,,,0.008,,
2023-05-12 08:04:07 - 2023-05-12 08:15:07,,0.183,,,,,
2023-05-12 08:15:07 - 2023-05-12 08:38:07,,,,,0.383,,
2023-05-12 08:33:12,0.960,,,,,,
2023-05-12 08:38:07 - 2023-05-12 08:39:37,,,,0.025,,,
2023-05-12 08:39:37 - 2023-05-12 08:43:07,,,,,0.058,,0.058
2023-05-12 08:43:07 - 2023-05-12 08:45:07,,,,0.033,,,
2023-05-12 08:45:07 - 2023-05-12 08:58:07,,,,,0.217,,0.217
2023-05-12 08:58:07 - 2023-05-12 08:59:07,,,,0.017,,,
2023-05-12 08:59:07 - 2023-05-12 09:01:37,,,,,0.042,,0.042
2023-05-12 09:01:37 - 2023-05-12 09:03:37,,,,0.033,,,
2023-05-12 09:03:20,0.970,,,,,,
2023-05-12 09:03:37 - 2023-05-12 09:08:37,,,,,0.083,,0.083
2023-05-12 23:31:13 - 2023-05-13 06:50:00,,,,,,,7.313
2023-05-13 00:00:28,1.000,,,,,,
2023-05-13 00:16:40 - 2023-05-13 00:28:40,,,,,0.200,,0.200
2023-05-13 00:28:40 - 2023-05-13 00:29:40,,,,0.017,,,
2023-05-13 00:29:40 - 2023-05-13 00:42:40,,,,,0.217,,
2023-05-13 00:29:40 - 2023-05-13 02:29:10,,,,,,,1.992
2023-05-13 00:42:40 - 2023-05-13 00:52:10,,,,,,0.158,
2023-05-13 00:52:10 - 2023-05-13 01:00:40,,,,,0.142,,
2023-05-13 01:00:40 - 2023-05-13 01:11:40,,,,,,0.183,
2023-05-13 01:11:40 - 2023-05-13 01:29:10,,,,,0.292,,
2023-05-13 01:29:10 - 2023-05-13 01:33:40,,0.075,,,,,
2023-05-13 01:33:40 - 2023-05-13 02:12:40,,,,,0.650,,
2023-05-13 02:00:30,0.940,,,,,,
2023-05-13 02:12:40 - 2023-05-13 02:15:40,,,,,,0.050,
2023-05-13 02:15:40 - 2023-05-13 02:29:10,,,,,0.225,,
2023-05-13 02:29:10 - 2023-05-13 02:29:40,,,,0.008,,,
2023-05-13 02:29:40 - 2023-05-13 02:37:10,,,,,0.125,,
2023-05-13 02:29:40 - 2023-05-13 03:15:10,,,,,,,0.758
2023-05-13 02:37:10 - 2023-05-13 02:43:40,,0.108,,,,,
2023-05-13 02:43:40 - 2023-05-13 02:44:40,,,,,0.017,,
2023-05-13 02:44:40 - 2023-05-13 02:46:40,,0.033,,,,,
2023-05-13 02:46:40 - 2023-05-13 03:04:10,,,,,0.292,,
2023-05-13 03:04:10 - 2023-05-13 03:14:40,,,,,,0.175,
2023-05-13 03:14:40 - 2023-05-13 03:15:10,,,,,0.008,,
2023-05-13 03:15:10 - 2023-05-13 03:15:40,,,,0.008,,,
2023-05-13 03:15:40 - 2023-05-13 03:25:40,,,,,0.167,,
2023-05-13 03:15:40 - 2023-05-13 04:00:10,,,,,,,0.742
2023-05-13 03:25:40 - 2023-05-13 03:28:40,,,,,,0.050,
2023-05-13 03:28:40 - 2023-05-13 03:37:40,,,,,0.150,,
2023-05-13 03:37:40 - 2023-05-13 03:54:40,,,,,,0.283,
2023-05-13 03:54:40 - 2023-05-13 04:00:10,,,,,0.092,,
2023-05-13 04:00:10 - 2023-05-13 04:00:40,,,,0.008,,,
2023-05-13 04:00:40 - 2023-05-13 04:05:40,,,,,0.083,,
2023-05-13 04:00:40 - 2023-05-13 04:11:40,,,,,,,0.183
2023-05-13 04:05:40 - 2023-05-13 04:11:40,,0.100,,,,,
2023-05-13 04:11:40 - 2023-05-13 04:12:10,,,,0.008,,,
2023-05-13 04:12:10 - 2023-05-13 04:15:40,,0.058,,,,,0.058
2023-05-13 04:15:40 - 2023-05-13 04:28:10,,,,0.208,,,
2023-05-13 04:28:10 - 2023-05-13 05:35:10,,,,,1.117,,
2023-05-13 04:28:10 - 2023-05-13 07:20:10,,,,,,,2.867
2023-05-13 04:59:12,0.950,,,,,,
2023-05-13 05:35:10 - 2023-05-13 05:39:10,,0.067,,,,,
2023-05-13 05:39:10 - 2023-05-13 05:53:40,,,,,0.242,,
2023-05-13 05:53:40 - 2023-05-13 06:19:40,,0.433,,,,,
2023-05-13 05:59:13,0.960,,,,,,
2023-05-13 06:19:40 - 2023-05-13 07:20:10,,,,,1.008,,
2023-05-13 06:29:14,0.890,,,,,,
2023-05-13 07:20:10 - 2023-05-13 07:21:10,,,,0.017,,,
2023-05-13 07:21:10 - 2023-05-13 07:27:40,,,,,0.108,,0.108
2023-05-13 07:24:27,0.940,,,,,,
2023-05-13 07:27:40 - 2023-05-13 07:31:10,,,,0.058,,,
2023-05-13 07:31:10 - 2023-05-13 08:35:10,,,,,1.067,,
2023-05-13 07:31:10 - 2023-05-13 09:56:10,,,,,,,2.417
2023-05-13 07:54:28,0.970,,,,,,
2023-05-13 08:24:29,0.970,,,,,,
2023-05-13 08:35:10 - 2023-05-13 08:36:10,,0.017,,,,,
2023-05-13 08:36:10 - 2023-05-13 08:37:40,,,,,0.025,,
2023-05-13 08:37:40 - 2023-05-13 09:09:10,,0.525,,,,,
2023-05-13 08:54:30,0.970,,,,,,
2023-05-13 09:09:10 - 2023-05-13 09:14:10,,,,,0.083,,
2023-05-13 09:14:10 - 2023-05-13 09:16:40,,0.042,,,,,
2023-05-13 09:16:40 - 2023-05-13 09:56:10,,,,,0.658,,
2023-05-13 09:54:31,0.970,,,,,,
2023-05-14 00:28:53 - 2023-05-14 00:30:00,,,,,,,0.019
2023-05-14 00:33:57,1.000,,,,,,
2023-05-14 01:11:22 - 2023-05-14 06:50:00,,,,,,,5.644
2023-05-14 01:28:06 - 2023-05-14 01:43:36,,,,,0.258,,
2023-05-14 01:28:06 - 2023-05-14 02:34:06,,,,,,,1.100
2023-05-14 01:34:00,0.930,,,,,,
2023-05-14 01:43:36 - 2023-05-14 02:20:36,,,,,,0.617,
2023-05-14 02:04:01,0.910,,,,,,
2023-05-14 02:20:36 - 2023-05-14 02:25:36,,,,,0.083,,
2023-05-14 02:25:36 - 2023-05-14 02:27:36,,,,,,0.033,
2023-05-14 02:27:36 - 2023-05-14 02:34:06,,,,,0.108,,
2023-05-14 02:34:06 - 2023-05-14 02:35:36,,,,0.025,,,
2023-05-14 02:35:36 - 2023-05-14 02:54:36,,,,,0.317,,
2023-05-14 02:35:36 - 2023-05-14 03:45:36,,,,,,,1.167
2023-05-14 02:54:36 - 2023-05-14 03:00:36,,,,,,0.100,
2023-05-14 03:00:36 - 2023-05-14 03:14:36,,,,,0.233,,
2023-05-14 03:14:36 - 2023-05-14 03:45:36,,,,,,0.517,
2023-05-14 03:34:03,0.890,,,,,,
2023-05-14 03:45:36 - 2023-05-14 03:46:36,,,,0.017,,,
2023-05-14 03:46:36 - 2023-05-14 03:51:06,,,,,0.075,,
2023-05-14 03:46:36 - 2023-05-14 05:12:36,,,,,,,1.433
2023-05-14 03:51:06 - 2023-05-14 04:12:06,,0.350,,,,,
2023-05-14 04:12:06 - 2023-05-14 04:55:36,,,,,0.725,,
2023-05-14 04:35:15,0.910,,,,,,
2023-05-14 04:55:36 - 2023-05-14 05:11:06,,,,,,0.258,
2023-05-14 05:05:16,0.940,,,,,,
2023-05-14 05:11:06 - 2023-05-14 05:12:36,,,,,0.025,,
2023-05-14 05:12:36 - 2023-05-14 05:13:36,,,,0.017,,,
2023-05-14 05:13:36 - 2023-05-14 05:18:36,,,,,0.083,,
2023-05-14 05:13:36 - 2023-05-14 08:04:06,,,,,,,2.842
2023-05-14 05:18:36 - 2023-05-14 05:40:06,,0.358,,,,,
2023-05-14 05:40:06 - 2023-05-14 06:54:06,,,,,1.233,,
2023-05-14 06:27:55,0.830,,,,,,
2023-05-14 06:54:06 - 2023-05-14 07:13:06,,0.317,,,,,
2023-05-14 07:09:10,0.950,,,,,,
2023-05-14 07:13:06 - 2023-05-14 08:04:06,,,,,0.850,,
2023-05-14 07:43:26,0.980,,,,,,
2023-05-14 08:04:06 - 2023-05-14 08:08:06,,,,0.067,,,
2023-05-14 08:08:06 - 2023-05-14 08:08:36,,,,,0.008,,
2023-05-14 08:08:06 - 2023-05-14 10:06:06,,,,,,,1.967
2023-05-14 08:08:36 - 2023-05-14 08:19:06,,0.175,,,,,
2023-05-14 08:13:27,0.960,,,,,,
2023-05-14 08:19:06 - 2023-05-14 09:13:06,,,,,0.900,,
2023-05-14 08:43:28,0.980,,,,,,
2023-05-14 09:13:06 - 2023-05-14 09:39:06,,0.433,,,,,
2023-05-14 09:13:29,0.990,,,,,,
2023-05-14 09:39:06 - 2023-05-14 10:06:06,,,,,0.450,,
2023-05-14 09:44:00,0.950,,,,,,
2023-05-14 23:46:59 - 2023-05-14 23:47:34,,,,,,,0.010
2023-05-15 00:40:28,0.980,,,,,,
2023-05-15 03:02:41 - 2023-05-15 06:50:00,,,,,,,3.789
2023-05-15 03:17:12 - 2023-05-15 03:30:12,,,,,0.217,,
2023-05-15 03:17:12 - 2023-05-15 04:27:12,,,,,,,1.167
2023-05-15 03:30:12 - 2023-05-15 03:54:12,,,,,,0.400,
2023-05-15 03:41:37,0.970,,,,,,
2023-05-15 03:54:12 - 2023-05-15 03:56:42,,,,,0.042,,
2023-05-15 03:56:42 - 2023-05-15 04:27:12,,,,,,0.508,
2023-05-15 04:27:12 - 2023-05-15 04:27:42,,,,0.008,,,
2023-05-15 04:27:42 - 2023-05-15 04:30:42,,,,,0.050,,
2023-05-15 04:27:42 - 2023-05-15 07:03:12,,,,,,,2.592
2023-05-15 04:30:42 - 2023-05-15 04:42:12,,0.192,,,,,
2023-05-15 04:42:12 - 2023-05-15 05:03:12,,,,,0.350,,
2023-05-15 05:03:12 - 2023-05-15 05:11:12,,,,,,0.133,
2023-05-15 05:11:12 - 2023-05-15 05:51:42,,,,,0.675,,
2023-05-15 05:51:42 - 2023-05-15 06:14:12,,0.375,,,,,
2023-05-15 06:14:12 - 2023-05-15 07:03:12,,,,,0.817,,
2023-05-15 07:00:29,0.880,,,,,,
2023-05-15 07:03:12 - 2023-05-15 07:03:42,,,,0.008,,,
2023-05-15 07:03:42 - 2023-05-15 07:08:42,,,,,0.083,,
2023-05-15 07:03:42 - 2023-05-15 07:25:12,,,,,,,0.358
2023-05-15 07:08:42 - 2023-05-15 07:13:12,,0.075,,,,,
2023-05-15 07:13:12 - 2023-05-15 07:25:12,,,,,0.200,,
2023-05-15 07:25:12 - 2023-05-15 07:25:42,,,,0.008,,,
2023-05-15 07:25:42 - 2023-05-15 08:08:42,,,,,0.717,,
2023-05-15 07:25:42 - 2023-05-15 10:29:12,,,,,,,3.058
2023-05-15 08:05:43,0.900,,,,,,
2023-05-15 08:08:42 - 2023-05-15 08:33:12,,0.408,,,,,
2023-05-15 08:33:12 - 2023-05-15 09:19:12,,,,,0.767,,
2023-05-15 08:35:44,0.940,,,,,,
2023-05-15 09:05:45,0.950,,,,,,
2023-05-15 09:19:12 - 2023-05-15 09:23:12,,,,,,0.067,
2023-05-15 09:23:12 - 2023-05-15 09:30:12,,,,,0.117,,
2023-05-15 09:30:12 - 2023-05-15 09:54:42,,0.408,,,,,
2023-05-15 09:35:49,0.950,,,,,,
2023-05-15 09:54:42 - 2023-05-15 10:29:12,,,,,0.575,,
2023-05-15 22:06:29,1.000,,,,,,
2023-05-16 00:16:25 - 2023-05-16 00:16:26,,,,,,,0.000
2023-05-16 00:34:12 - 2023-05-16 00:34:13,,,,,,,0.000
2023-05-16 01:29:31 - 2023-05-16 06:50:00,,,,,,,5.342
2023-05-16 01:58:45 - 2023-05-16 02:11:45,,,,,0.217,,
2023-05-16 01:58:45 - 2023-05-16 02:49:45,,,,,,,0.850
2023-05-16 02:11:45 - 2023-05-16 02:23:15,,,,,,0.192,
2023-05-16 02:23:15 - 2023-05-16 02:27:15,,,,,0.067,,
2023-05-16 02:27:15 - 2023-05-16 02:49:45,,,,,,0.375,
2023-05-16 02:49:45 - 2023-05-16 02:50:45,,,,0.017,,,
2023-05-16 02:50:45 - 2023-05-16 03:21:15,,,,,0.508,,
2023-05-16 02:50:45 - 2023-05-16 05:07:45,,,,,,,2.283
2023-05-16 02:59:02,0.930,,,,,,
2023-05-16 03:21:15 - 2023-05-16 03:46:45,,,,,,0.425,
2023-05-16 03:46:45 - 2023-05-16 04:02:15,,,,,0.258,,
2023-05-16 04:02:15 - 2023-05-16 04:14:45,,0.208,,,,,
2023-05-16 04:10:27,0.970,,,,,,
2023-05-16 04:14:45 - 2023-05-16 05:07:45,,,,,0.883,,
2023-05-16 05:07:45 - 2023-05-16 05:08:15,,,,0.008,,,
2023-05-16 05:08:15 - 2023-05-16 05:46:15,,,,,0.633,,
2023-05-16 05:08:15 - 2023-05-16 06:14:45,,,,,,,1.108
2023-05-16 05:46:15 - 2023-05-16 05:52:45,,0.108,,,,,
2023-05-16 05:52:45 - 2023-05-16 05:54:15,,,,,0.025,,
2023-05-16 05:54:15 - 2023-05-16 06:14:15,,0.333,,,,,
2023-05-16 06:11:04,0.970,,,,,,
2023-05-16 06:14:15 - 2023-05-16 06:14:45,,,,,0.008,,
2023-05-16 06:14:45 - 2023-05-16 06:15:15,,,,0.008,,,
2023-05-16 06:15:15 - 2023-05-16 07:05:45,,,,,0.842,,0.842
2023-05-16 06:44:38,0.910,,,,,,
2023-05-16 07:05:45 - 2023-05-16 07:09:15,,,,0.058,,,
2023-05-16 07:09:15 - 2023-05-16 07:22:45,,,,,0.225,,
2023-05-16 07:09:15 - 2023-05-16 08:52:15,,,,,,,1.717
2023-05-16 07:22:45 - 2023-05-16 08:04:15,,0.692,,,,,
2023-05-16 07:44:38,0.980,,,,,,
2023-05-16 08:04:15 - 2023-05-16 08:52:15,,,,,0.800,,
2023-05-16 08:47:57,0.910,,,,,,
2023-05-16 08:52:15 - 2023-05-16 08:53:15,,,,0.017,,,
2023-05-16 08:53:15 - 2023-05-16 08:54:45,,,,,0.025,,0.025
2023-05-16 23:53:16 - 2023-05-16 23:54:32,,,,,,,0.021
2023-05-17 00:40:41 - 2023-05-17 00:42:41,,,,,0.033,,0.033
2023-05-17 00:42:41 - 2023-05-17 00:45:41,,,,0.050,,,
2023-05-17 00:43:52 - 2023-05-17 06:50:01,,,,,,,6.103
2023-05-17 00:45:41 - 2023-05-17 00:58:11,,,,,0.208,,
2023-05-17 00:45:41 - 2023-05-17 01:26:41,,,,,,,0.683
2023-05-17 00:58:11 - 2023-05-17 01:26:41,,,,,,0.475,
2023-05-17 01:26:41 - 2023-05-17 01:28:41,,,,0.033,,,
2023-05-17 01:28:41 - 2023-05-17 01:39:41,,,,,0.183,,
2023-05-17 01:28:41 - 2023-05-17 03:07:11,,,,,,,1.642
2023-05-17 01:39:41 - 2023-05-17 02:06:41,,,,,,0.450,
2023-05-17 01:47:27,0.950,,,,,,
2023-05-17 02:06:41 - 2023-05-17 02:12:41,,,,,0.100,,
2023-05-17 02:12:41 - 2023-05-17 02:42:41,,0.500,,,,,
2023-05-17 02:17:28,0.960,,,,,,
2023-05-17 02:42:41 - 2023-05-17 02:55:11,,,,,0.208,,
2023-05-17 02:47:29,0.900,,,,,,
2023-05-17 02:55:11 - 2023-05-17 03:07:11,,,,,,0.200,
2023-05-17 03:07:11 - 2023-05-17 03:08:41,,,,0.025,,,
